date,site,Borough,Pathway,NMCTR external delay,Total external delay days
30/07/2024,QEH,Greenwich,Pathway 3,5,154
30/07/2024,QEH,Other,Pathway 1,1,22
30/07/2024,QEH,Other,Pathway 2,1,19
30/07/2024,UHL,Bexley,Pathway 3,1,13
30/07/2024,UHL,Greenwich,Pathway 0,2,39
30/07/2024,UHL,Greenwich,Pathway 1,2,33
30/07/2024,UHL,Greenwich,Pathway 2,1,13
30/07/2024,UHL,Greenwich,Pathway 3,1,3
30/07/2024,UHL,Lewisham,Pathway 0,13,141
30/07/2024,UHL,Lewisham,Pathway 1,13,227
30/07/2024,UHL,Lewisham,Pathway 2,2,66
30/07/2024,UHL,Lewisham,Pathway 3,17,510
30/07/2024,UHL,Other,Pathway 0,1,13
30/07/2024,UHL,Other,Pathway 1,1,7
30/07/2024,UHL,Other,Pathway 2,1,1
30/07/2024,UHL,Other,Pathway 3,4,109
31/07/2024,QEH,Bexley,Pathway 0,3,5
31/07/2024,QEH,Bexley,Pathway 1,12,76
31/07/2024,QEH,Bexley,Pathway 2,11,93
31/07/2024,QEH,Bexley,Pathway 3,7,184
31/07/2024,QEH,Greenwich,Pathway 0,2,4
31/07/2024,QEH,Greenwich,Pathway 1,13,113
31/07/2024,QEH,Greenwich,Pathway 2,9,142
31/07/2024,QEH,Greenwich,Pathway 3,5,159
31/07/2024,QEH,Other,Pathway 1,1,23
31/07/2024,QEH,Other,Pathway 2,1,20
31/07/2024,UHL,Bexley,Pathway 3,2,37
31/07/2024,UHL,Greenwich,Pathway 0,2,34
31/07/2024,UHL,Greenwich,Pathway 1,2,41
31/07/2024,UHL,Greenwich,Pathway 2,1,14
31/07/2024,UHL,Greenwich,Pathway 3,1,4
31/07/2024,UHL,Lewisham,Pathway 0,14,155
31/07/2024,UHL,Lewisham,Pathway 1,12,238
31/07/2024,UHL,Lewisham,Pathway 2,3,69
31/07/2024,UHL,Lewisham,Pathway 3,16,497
31/07/2024,UHL,Other,Pathway 0,2,15
31/07/2024,UHL,Other,Pathway 1,1,8
31/07/2024,UHL,Other,Pathway 2,1,2
31/07/2024,UHL,Other,Pathway 3,4,113
01/08/2024,QEH,Bexley,Pathway 0,1,4
01/08/2024,QEH,Bexley,Pathway 1,12,74
01/08/2024,QEH,Bexley,Pathway 2,12,115
01/08/2024,QEH,Bexley,Pathway 3,8,192
01/08/2024,QEH,Greenwich,Pathway 0,3,7
01/08/2024,QEH,Greenwich,Pathway 1,9,108
01/08/2024,QEH,Greenwich,Pathway 2,9,151
01/08/2024,QEH,Greenwich,Pathway 3,5,164
01/08/2024,QEH,Other,Pathway 1,1,24
01/08/2024,UHL,Bexley,Pathway 3,2,39
01/08/2024,UHL,Greenwich,Pathway 0,2,36
01/08/2024,UHL,Greenwich,Pathway 1,2,43
01/08/2024,UHL,Greenwich,Pathway 2,1,15
01/08/2024,UHL,Greenwich,Pathway 3,1,5
01/08/2024,UHL,Lewisham,Pathway 0,12,124
01/08/2024,UHL,Lewisham,Pathway 1,10,154
01/08/2024,UHL,Lewisham,Pathway 2,1,60
01/08/2024,UHL,Lewisham,Pathway 3,21,633
01/08/2024,UHL,Other,Pathway 0,3,18
01/08/2024,UHL,Other,Pathway 1,2,15
01/08/2024,UHL,Other,Pathway 2,1,3
01/08/2024,UHL,Other,Pathway 3,3,85
02/08/2024,QEH,Bexley,Pathway 0,2,6
02/08/2024,QEH,Bexley,Pathway 1,11,60
02/08/2024,QEH,Bexley,Pathway 2,10,114
02/08/2024,QEH,Bexley,Pathway 3,6,144
02/08/2024,QEH,Greenwich,Pathway 0,3,6
02/08/2024,QEH,Greenwich,Pathway 1,11,116
02/08/2024,QEH,Greenwich,Pathway 2,6,125
02/08/2024,QEH,Greenwich,Pathway 3,5,169
02/08/2024,QEH,Lewisham,Pathway 0,1,1
02/08/2024,UHL,Bexley,Pathway 3,1,16
02/08/2024,UHL,Greenwich,Pathway 0,1,35
02/08/2024,UHL,Greenwich,Pathway 1,2,45
02/08/2024,UHL,Greenwich,Pathway 2,1,16
02/08/2024,UHL,Greenwich,Pathway 3,1,6
02/08/2024,UHL,Lewisham,Pathway 0,10,129
02/08/2024,UHL,Lewisham,Pathway 1,7,142
02/08/2024,UHL,Lewisham,Pathway 2,1,61
02/08/2024,UHL,Lewisham,Pathway 3,20,630
02/08/2024,UHL,Other,Pathway 0,3,21
02/08/2024,UHL,Other,Pathway 1,2,17
02/08/2024,UHL,Other,Pathway 2,1,4
02/08/2024,UHL,Other,Pathway 3,3,88
03/08/2024,QEH,Bexley,Pathway 0,2,8
03/08/2024,QEH,Bexley,Pathway 1,9,65
03/08/2024,QEH,Bexley,Pathway 2,10,124
03/08/2024,QEH,Bexley,Pathway 3,5,145
03/08/2024,QEH,Greenwich,Pathway 0,3,9
03/08/2024,QEH,Greenwich,Pathway 1,9,122
03/08/2024,QEH,Greenwich,Pathway 2,6,131
03/08/2024,QEH,Greenwich,Pathway 3,5,174
03/08/2024,UHL,Bexley,Pathway 3,1,17
03/08/2024,UHL,Greenwich,Pathway 0,1,36
03/08/2024,UHL,Greenwich,Pathway 1,2,47
03/08/2024,UHL,Greenwich,Pathway 2,1,17
03/08/2024,UHL,Greenwich,Pathway 3,1,7
03/08/2024,UHL,Lewisham,Pathway 0,10,139
03/08/2024,UHL,Lewisham,Pathway 1,7,149
03/08/2024,UHL,Lewisham,Pathway 2,1,62
03/08/2024,UHL,Lewisham,Pathway 3,20,650
03/08/2024,UHL,Other,Pathway 0,2,20
03/08/2024,UHL,Other,Pathway 1,2,19
03/08/2024,UHL,Other,Pathway 2,1,5
03/08/2024,UHL,Other,Pathway 3,3,91
04/08/2024,QEH,Bexley,Pathway 0,1,3
04/08/2024,QEH,Bexley,Pathway 1,9,74
04/08/2024,QEH,Bexley,Pathway 2,10,134
04/08/2024,QEH,Bexley,Pathway 3,5,150
04/08/2024,QEH,Greenwich,Pathway 0,2,7
04/08/2024,QEH,Greenwich,Pathway 1,9,131
04/08/2024,QEH,Greenwich,Pathway 2,6,137
04/08/2024,QEH,Greenwich,Pathway 3,5,179
04/08/2024,UHL,Bexley,Pathway 3,1,18
04/08/2024,UHL,Greenwich,Pathway 0,1,37
04/08/2024,UHL,Greenwich,Pathway 1,2,49
04/08/2024,UHL,Greenwich,Pathway 2,1,18
04/08/2024,UHL,Greenwich,Pathway 3,1,8
04/08/2024,UHL,Lewisham,Pathway 0,10,149
04/08/2024,UHL,Lewisham,Pathway 1,7,156
04/08/2024,UHL,Lewisham,Pathway 2,1,63
04/08/2024,UHL,Lewisham,Pathway 3,20,670
04/08/2024,UHL,Other,Pathway 0,2,22
04/08/2024,UHL,Other,Pathway 1,2,21
04/08/2024,UHL,Other,Pathway 2,1,6
04/08/2024,UHL,Other,Pathway 3,3,94
05/08/2024,QEH,Bexley,Pathway 0,6,10
05/08/2024,QEH,Bexley,Pathway 1,9,59
05/08/2024,QEH,Bexley,Pathway 2,8,99
05/08/2024,QEH,Bexley,Pathway 3,5,155
05/08/2024,QEH,Greenwich,Pathway 1,7,126
05/08/2024,QEH,Greenwich,Pathway 2,7,146
05/08/2024,QEH,Greenwich,Pathway 3,4,125
05/08/2024,QEH,Other,Pathway 2,1,3
05/08/2024,UHL,Bexley,Pathway 1,1,1
05/08/2024,UHL,Bexley,Pathway 3,1,19
05/08/2024,UHL,Greenwich,Pathway 0,1,38
05/08/2024,UHL,Greenwich,Pathway 1,1,38
05/08/2024,UHL,Greenwich,Pathway 2,1,19
05/08/2024,UHL,Greenwich,Pathway 3,1,9
05/08/2024,UHL,Lewisham,Pathway 0,6,91
05/08/2024,UHL,Lewisham,Pathway 1,12,163
05/08/2024,UHL,Lewisham,Pathway 2,2,65
05/08/2024,UHL,Lewisham,Pathway 3,20,625
05/08/2024,UHL,Other,Pathway 0,2,24
05/08/2024,UHL,Other,Pathway 1,2,23
05/08/2024,UHL,Other,Pathway 2,1,7
05/08/2024,UHL,Other,Pathway 3,3,97
06/08/2024,QEH,Bexley,Pathway 0,6,10
06/08/2024,QEH,Bexley,Pathway 1,9,60
06/08/2024,QEH,Bexley,Pathway 2,10,109
06/08/2024,QEH,Bexley,Pathway 3,6,176
06/08/2024,QEH,Greenwich,Pathway 1,10,114
06/08/2024,QEH,Greenwich,Pathway 2,7,153
06/08/2024,QEH,Greenwich,Pathway 3,4,129
06/08/2024,QEH,Other,Pathway 2,1,4
06/08/2024,UHL,Bexley,Pathway 1,1,2
06/08/2024,UHL,Bexley,Pathway 3,1,20
06/08/2024,UHL,Greenwich,Pathway 1,1,39
06/08/2024,UHL,Greenwich,Pathway 2,1,20
06/08/2024,UHL,Greenwich,Pathway 3,1,10
06/08/2024,UHL,Lewisham,Pathway 0,8,99
06/08/2024,UHL,Lewisham,Pathway 1,16,218
06/08/2024,UHL,Lewisham,Pathway 2,3,68
06/08/2024,UHL,Lewisham,Pathway 3,19,563
06/08/2024,UHL,Other,Pathway 1,2,25
06/08/2024,UHL,Other,Pathway 2,1,8
06/08/2024,UHL,Other,Pathway 3,3,100
07/08/2024,QEH,Bexley,Pathway 0,5,12
07/08/2024,QEH,Bexley,Pathway 1,10,74
07/08/2024,QEH,Bexley,Pathway 2,6,56
07/08/2024,QEH,Bexley,Pathway 3,5,171
07/08/2024,QEH,Greenwich,Pathway 0,1,1
07/08/2024,QEH,Greenwich,Pathway 1,8,88
07/08/2024,QEH,Greenwich,Pathway 2,6,151
07/08/2024,QEH,Greenwich,Pathway 3,4,133
07/08/2024,QEH,Other,Pathway 2,1,5
07/08/2024,UHL,Bexley,Pathway 3,1,21
07/08/2024,UHL,Greenwich,Pathway 0,1,1
07/08/2024,UHL,Greenwich,Pathway 1,1,40
07/08/2024,UHL,Greenwich,Pathway 2,1,21
07/08/2024,UHL,Greenwich,Pathway 3,1,11
07/08/2024,UHL,Lewisham,Pathway 0,11,107
07/08/2024,UHL,Lewisham,Pathway 1,14,205
07/08/2024,UHL,Lewisham,Pathway 2,2,69
07/08/2024,UHL,Lewisham,Pathway 3,18,492
07/08/2024,UHL,Other,Pathway 0,2,16
07/08/2024,UHL,Other,Pathway 1,3,14
07/08/2024,UHL,Other,Pathway 2,1,9
07/08/2024,UHL,Other,Pathway 3,2,73
08/08/2024,QEH,Bexley,Pathway 0,5,13
08/08/2024,QEH,Bexley,Pathway 1,7,64
08/08/2024,QEH,Bexley,Pathway 2,6,62
08/08/2024,QEH,Bexley,Pathway 3,8,217
08/08/2024,QEH,Greenwich,Pathway 0,5,9
08/08/2024,QEH,Greenwich,Pathway 1,4,69
08/08/2024,QEH,Greenwich,Pathway 2,6,172
08/08/2024,QEH,Greenwich,Pathway 3,6,149
08/08/2024,QEH,Other,Pathway 2,1,6
08/08/2024,UHL,Bexley,Pathway 1,2,10
08/08/2024,UHL,Bexley,Pathway 3,1,22
08/08/2024,UHL,Greenwich,Pathway 0,3,4
08/08/2024,UHL,Greenwich,Pathway 1,3,55
08/08/2024,UHL,Greenwich,Pathway 2,1,22
08/08/2024,UHL,Greenwich,Pathway 3,1,12
08/08/2024,UHL,Lewisham,Pathway 0,10,60
08/08/2024,UHL,Lewisham,Pathway 1,13,202
08/08/2024,UHL,Lewisham,Pathway 2,2,68
08/08/2024,UHL,Lewisham,Pathway 3,22,574
08/08/2024,UHL,Other,Pathway 0,2,18
08/08/2024,UHL,Other,Pathway 1,4,25
08/08/2024,UHL,Other,Pathway 2,1,10
08/08/2024,UHL,Other,Pathway 3,2,75
09/08/2024,QEH,Bexley,Pathway 0,4,11
09/08/2024,QEH,Bexley,Pathway 1,7,62
09/08/2024,QEH,Bexley,Pathway 2,5,49
09/08/2024,QEH,Bexley,Pathway 3,8,179
09/08/2024,QEH,Greenwich,Pathway 0,5,10
09/08/2024,QEH,Greenwich,Pathway 1,4,70
09/08/2024,QEH,Greenwich,Pathway 2,7,145
09/08/2024,QEH,Greenwich,Pathway 3,6,155
09/08/2024,UHL,Bexley,Pathway 1,1,10
09/08/2024,UHL,Bexley,Pathway 3,1,23
09/08/2024,UHL,Greenwich,Pathway 0,2,5
09/08/2024,UHL,Greenwich,Pathway 1,3,58
09/08/2024,UHL,Greenwich,Pathway 2,1,23
09/08/2024,UHL,Lewisham,Pathway 0,6,60
09/08/2024,UHL,Lewisham,Pathway 1,11,152
09/08/2024,UHL,Lewisham,Pathway 2,1,2
09/08/2024,UHL,Lewisham,Pathway 3,20,559
09/08/2024,UHL,Other,Pathway 0,2,20
09/08/2024,UHL,Other,Pathway 1,4,29
09/08/2024,UHL,Other,Pathway 2,1,11
09/08/2024,UHL,Other,Pathway 3,2,77
10/08/2024,QEH,Bexley,Pathway 0,3,13
10/08/2024,QEH,Bexley,Pathway 1,7,69
10/08/2024,QEH,Bexley,Pathway 2,5,54
10/08/2024,QEH,Bexley,Pathway 3,8,187
10/08/2024,QEH,Greenwich,Pathway 0,5,15
10/08/2024,QEH,Greenwich,Pathway 1,3,71
10/08/2024,QEH,Greenwich,Pathway 2,7,152
10/08/2024,QEH,Greenwich,Pathway 3,6,161
10/08/2024,UHL,Bexley,Pathway 1,1,11
10/08/2024,UHL,Bexley,Pathway 3,1,24
10/08/2024,UHL,Greenwich,Pathway 0,2,7
10/08/2024,UHL,Greenwich,Pathway 1,3,61
10/08/2024,UHL,Greenwich,Pathway 2,1,24
10/08/2024,UHL,Lewisham,Pathway 0,6,66
10/08/2024,UHL,Lewisham,Pathway 1,9,156
10/08/2024,UHL,Lewisham,Pathway 2,1,3
10/08/2024,UHL,Lewisham,Pathway 3,20,579
10/08/2024,UHL,Other,Pathway 0,2,22
10/08/2024,UHL,Other,Pathway 1,4,33
10/08/2024,UHL,Other,Pathway 2,1,12
10/08/2024,UHL,Other,Pathway 3,2,79
11/08/2024,QEH,Bexley,Pathway 0,3,16
11/08/2024,QEH,Bexley,Pathway 1,7,76
11/08/2024,QEH,Bexley,Pathway 2,5,59
11/08/2024,QEH,Bexley,Pathway 3,8,195
11/08/2024,QEH,Greenwich,Pathway 0,5,20
11/08/2024,QEH,Greenwich,Pathway 1,3,74
11/08/2024,QEH,Greenwich,Pathway 2,7,159
11/08/2024,QEH,Greenwich,Pathway 3,6,167
11/08/2024,UHL,Bexley,Pathway 1,1,12
11/08/2024,UHL,Bexley,Pathway 3,1,25
11/08/2024,UHL,Greenwich,Pathway 0,2,9
11/08/2024,UHL,Greenwich,Pathway 1,3,64
11/08/2024,UHL,Greenwich,Pathway 2,1,25
11/08/2024,UHL,Lewisham,Pathway 0,6,72
11/08/2024,UHL,Lewisham,Pathway 1,9,165
11/08/2024,UHL,Lewisham,Pathway 2,1,4
11/08/2024,UHL,Lewisham,Pathway 3,20,599
11/08/2024,UHL,Other,Pathway 0,2,24
11/08/2024,UHL,Other,Pathway 1,4,37
11/08/2024,UHL,Other,Pathway 2,1,13
11/08/2024,UHL,Other,Pathway 3,2,81
12/08/2024,QEH,Bexley,Pathway 0,5,21
12/08/2024,QEH,Bexley,Pathway 1,9,98
12/08/2024,QEH,Bexley,Pathway 2,6,74
12/08/2024,QEH,Bexley,Pathway 3,8,198
12/08/2024,QEH,Greenwich,Pathway 0,4,21
12/08/2024,QEH,Greenwich,Pathway 1,7,81
12/08/2024,QEH,Greenwich,Pathway 2,7,165
12/08/2024,QEH,Greenwich,Pathway 3,6,173
12/08/2024,QEH,Other,Pathway 2,1,7
12/08/2024,UHL,Bexley,Pathway 1,1,13
12/08/2024,UHL,Greenwich,Pathway 0,3,12
12/08/2024,UHL,Greenwich,Pathway 1,2,22
12/08/2024,UHL,Greenwich,Pathway 2,1,26
12/08/2024,UHL,Greenwich,Pathway 3,1,21
12/08/2024,UHL,Lewisham,Pathway 0,5,72
12/08/2024,UHL,Lewisham,Pathway 1,12,235
12/08/2024,UHL,Lewisham,Pathway 2,1,5
12/08/2024,UHL,Lewisham,Pathway 3,20,619
12/08/2024,UHL,Other,Pathway 0,1,6
12/08/2024,UHL,Other,Pathway 1,6,74
12/08/2024,UHL,Other,Pathway 2,1,14
12/08/2024,UHL,Other,Pathway 3,2,83
13/08/2024,QEH,Bexley,Pathway 0,5,25
13/08/2024,QEH,Bexley,Pathway 1,10,102
13/08/2024,QEH,Bexley,Pathway 2,5,52
13/08/2024,QEH,Bexley,Pathway 3,7,190
13/08/2024,QEH,Greenwich,Pathway 0,5,21
13/08/2024,QEH,Greenwich,Pathway 1,7,82
13/08/2024,QEH,Greenwich,Pathway 2,5,108
13/08/2024,QEH,Greenwich,Pathway 3,5,171
13/08/2024,QEH,Other,Pathway 3,1,8
13/08/2024,UHL,Bexley,Pathway 0,1,1
13/08/2024,UHL,Bexley,Pathway 1,2,39
13/08/2024,UHL,Greenwich,Pathway 0,5,71
13/08/2024,UHL,Greenwich,Pathway 1,1,6
13/08/2024,UHL,Greenwich,Pathway 2,1,27
13/08/2024,UHL,Greenwich,Pathway 3,1,22
13/08/2024,UHL,Lewisham,Pathway 0,8,63
13/08/2024,UHL,Lewisham,Pathway 1,12,232
13/08/2024,UHL,Lewisham,Pathway 2,1,6
13/08/2024,UHL,Lewisham,Pathway 3,17,579
13/08/2024,UHL,Other,Pathway 0,2,2
13/08/2024,UHL,Other,Pathway 1,6,80
13/08/2024,UHL,Other,Pathway 2,1,15
13/08/2024,UHL,Other,Pathway 3,2,85
14/08/2024,QEH,Bexley,Pathway 0,3,12
14/08/2024,QEH,Bexley,Pathway 1,9,102
14/08/2024,QEH,Bexley,Pathway 2,6,62
14/08/2024,QEH,Bexley,Pathway 3,5,153
14/08/2024,QEH,Greenwich,Pathway 0,8,28
14/08/2024,QEH,Greenwich,Pathway 1,4,25
14/08/2024,QEH,Greenwich,Pathway 2,6,146
14/08/2024,QEH,Greenwich,Pathway 3,3,96
14/08/2024,QEH,Other,Pathway 3,1,9
14/08/2024,UHL,Bexley,Pathway 0,1,2
14/08/2024,UHL,Bexley,Pathway 1,2,41
14/08/2024,UHL,Bexley,Pathway 3,1,26
14/08/2024,UHL,Greenwich,Pathway 0,6,77
14/08/2024,UHL,Greenwich,Pathway 2,1,28
14/08/2024,UHL,Greenwich,Pathway 3,1,23
14/08/2024,UHL,Lewisham,Pathway 0,13,75
14/08/2024,UHL,Lewisham,Pathway 1,11,225
14/08/2024,UHL,Lewisham,Pathway 2,1,1
14/08/2024,UHL,Lewisham,Pathway 3,16,523
14/08/2024,UHL,Other,Pathway 0,2,3
14/08/2024,UHL,Other,Pathway 1,4,71
14/08/2024,UHL,Other,Pathway 2,1,16
14/08/2024,UHL,Other,Pathway 3,2,87
15/08/2024,QEH,Bexley,Pathway 0,2,13
15/08/2024,QEH,Bexley,Pathway 1,10,112
15/08/2024,QEH,Bexley,Pathway 2,6,68
15/08/2024,QEH,Bexley,Pathway 3,5,158
15/08/2024,QEH,Greenwich,Pathway 0,6,32
15/08/2024,QEH,Greenwich,Pathway 1,5,30
15/08/2024,QEH,Greenwich,Pathway 2,6,152
15/08/2024,QEH,Greenwich,Pathway 3,3,99
15/08/2024,QEH,Other,Pathway 3,1,10
15/08/2024,UHL,Bexley,Pathway 1,4,47
15/08/2024,UHL,Bexley,Pathway 3,1,27
15/08/2024,UHL,Greenwich,Pathway 0,3,12
15/08/2024,UHL,Greenwich,Pathway 1,3,64
15/08/2024,UHL,Greenwich,Pathway 2,1,29
15/08/2024,UHL,Greenwich,Pathway 3,2,25
15/08/2024,UHL,Lewisham,Pathway 0,8,55
15/08/2024,UHL,Lewisham,Pathway 1,9,217
15/08/2024,UHL,Lewisham,Pathway 2,1,2
15/08/2024,UHL,Lewisham,Pathway 3,17,574
15/08/2024,UHL,Other,Pathway 0,2,4
15/08/2024,UHL,Other,Pathway 1,4,75
15/08/2024,UHL,Other,Pathway 2,1,17
15/08/2024,UHL,Other,Pathway 3,2,89
16/08/2024,QEH,Bexley,Pathway 0,2,2
16/08/2024,QEH,Bexley,Pathway 1,10,80
16/08/2024,QEH,Bexley,Pathway 2,7,85
16/08/2024,QEH,Bexley,Pathway 3,5,119
16/08/2024,QEH,Greenwich,Pathway 0,5,27
16/08/2024,QEH,Greenwich,Pathway 1,6,34
16/08/2024,QEH,Greenwich,Pathway 2,5,146
16/08/2024,QEH,Greenwich,Pathway 3,2,85
16/08/2024,QEH,Other,Pathway 3,1,11
16/08/2024,UHL,Bexley,Pathway 1,4,51
16/08/2024,UHL,Bexley,Pathway 3,1,28
16/08/2024,UHL,Greenwich,Pathway 0,3,15
16/08/2024,UHL,Greenwich,Pathway 1,3,67
16/08/2024,UHL,Greenwich,Pathway 2,1,30
16/08/2024,UHL,Greenwich,Pathway 3,2,27
16/08/2024,UHL,Lewisham,Pathway 0,7,60
16/08/2024,UHL,Lewisham,Pathway 1,10,262
16/08/2024,UHL,Lewisham,Pathway 2,1,3
16/08/2024,UHL,Lewisham,Pathway 3,17,591
16/08/2024,UHL,Other,Pathway 0,2,6
16/08/2024,UHL,Other,Pathway 1,3,62
16/08/2024,UHL,Other,Pathway 2,1,18
16/08/2024,UHL,Other,Pathway 3,2,91
17/08/2024,QEH,Bexley,Pathway 1,7,83
17/08/2024,QEH,Bexley,Pathway 2,7,92
17/08/2024,QEH,Bexley,Pathway 3,5,124
17/08/2024,QEH,Greenwich,Pathway 0,5,32
17/08/2024,QEH,Greenwich,Pathway 1,5,37
17/08/2024,QEH,Greenwich,Pathway 2,5,151
17/08/2024,QEH,Greenwich,Pathway 3,2,87
17/08/2024,QEH,Other,Pathway 3,1,12
17/08/2024,UHL,Bexley,Pathway 1,4,55
17/08/2024,UHL,Bexley,Pathway 3,1,29
17/08/2024,UHL,Greenwich,Pathway 0,3,18
17/08/2024,UHL,Greenwich,Pathway 1,3,70
17/08/2024,UHL,Greenwich,Pathway 2,1,31
17/08/2024,UHL,Greenwich,Pathway 3,2,29
17/08/2024,UHL,Lewisham,Pathway 0,7,67
17/08/2024,UHL,Lewisham,Pathway 1,10,272
17/08/2024,UHL,Lewisham,Pathway 3,17,608
17/08/2024,UHL,Other,Pathway 0,2,8
17/08/2024,UHL,Other,Pathway 1,3,65
17/08/2024,UHL,Other,Pathway 2,1,19
17/08/2024,UHL,Other,Pathway 3,2,93
18/08/2024,QEH,Bexley,Pathway 1,6,86
18/08/2024,QEH,Bexley,Pathway 2,7,99
18/08/2024,QEH,Bexley,Pathway 3,5,129
18/08/2024,QEH,Greenwich,Pathway 0,5,37
18/08/2024,QEH,Greenwich,Pathway 1,5,42
18/08/2024,QEH,Greenwich,Pathway 2,5,156
18/08/2024,QEH,Greenwich,Pathway 3,2,89
18/08/2024,QEH,Other,Pathway 3,1,13
18/08/2024,UHL,Bexley,Pathway 1,4,59
18/08/2024,UHL,Bexley,Pathway 3,1,30
18/08/2024,UHL,Greenwich,Pathway 0,3,21
18/08/2024,UHL,Greenwich,Pathway 1,3,73
18/08/2024,UHL,Greenwich,Pathway 2,1,32
18/08/2024,UHL,Greenwich,Pathway 3,2,31
18/08/2024,UHL,Lewisham,Pathway 0,7,74
18/08/2024,UHL,Lewisham,Pathway 1,10,282
18/08/2024,UHL,Lewisham,Pathway 3,17,625
18/08/2024,UHL,Other,Pathway 0,2,10
18/08/2024,UHL,Other,Pathway 1,3,68
18/08/2024,UHL,Other,Pathway 2,1,20
18/08/2024,UHL,Other,Pathway 3,2,95
19/08/2024,QEH,Bexley,Pathway 0,2,12
19/08/2024,QEH,Bexley,Pathway 1,5,54
19/08/2024,QEH,Bexley,Pathway 2,8,97
19/08/2024,QEH,Bexley,Pathway 3,7,174
19/08/2024,QEH,Greenwich,Pathway 0,5,42
19/08/2024,QEH,Greenwich,Pathway 1,7,41
19/08/2024,QEH,Greenwich,Pathway 2,5,161
19/08/2024,QEH,Greenwich,Pathway 3,2,91
19/08/2024,QEH,Other,Pathway 3,1,14
19/08/2024,UHL,Bexley,Pathway 1,4,63
19/08/2024,UHL,Greenwich,Pathway 0,3,19
19/08/2024,UHL,Greenwich,Pathway 1,4,77
19/08/2024,UHL,Greenwich,Pathway 2,1,33
19/08/2024,UHL,Lewisham,Pathway 0,5,38
19/08/2024,UHL,Lewisham,Pathway 1,11,196
19/08/2024,UHL,Lewisham,Pathway 2,3,3
19/08/2024,UHL,Lewisham,Pathway 3,16,571
19/08/2024,UHL,Other,Pathway 0,3,13
19/08/2024,UHL,Other,Pathway 1,3,71
19/08/2024,UHL,Other,Pathway 3,2,97
20/08/2024,QEH,Bexley,Pathway 0,2,14
20/08/2024,QEH,Bexley,Pathway 1,7,54
20/08/2024,QEH,Bexley,Pathway 2,7,103
20/08/2024,QEH,Bexley,Pathway 3,8,183
20/08/2024,QEH,Greenwich,Pathway 0,4,42
20/08/2024,QEH,Greenwich,Pathway 1,6,39
20/08/2024,QEH,Greenwich,Pathway 2,6,167
20/08/2024,QEH,Greenwich,Pathway 3,2,93
20/08/2024,QEH,Other,Pathway 1,1,1
20/08/2024,QEH,Other,Pathway 3,1,15
20/08/2024,UHL,Bexley,Pathway 1,3,35
20/08/2024,UHL,Greenwich,Pathway 0,3,61
20/08/2024,UHL,Greenwich,Pathway 1,3,41
20/08/2024,UHL,Greenwich,Pathway 2,1,34
20/08/2024,UHL,Greenwich,Pathway 3,1,6
20/08/2024,UHL,Lewisham,Pathway 0,5,20
20/08/2024,UHL,Lewisham,Pathway 1,9,197
20/08/2024,UHL,Lewisham,Pathway 2,1,2
20/08/2024,UHL,Lewisham,Pathway 3,18,615
20/08/2024,UHL,Other,Pathway 0,3,9
20/08/2024,UHL,Other,Pathway 1,2,42
20/08/2024,UHL,Other,Pathway 3,2,99
21/08/2024,QEH,Bexley,Pathway 0,4,18
21/08/2024,QEH,Bexley,Pathway 1,8,83
21/08/2024,QEH,Bexley,Pathway 2,6,101
21/08/2024,QEH,Bexley,Pathway 3,7,219
21/08/2024,QEH,Greenwich,Pathway 0,8,50
21/08/2024,QEH,Greenwich,Pathway 1,11,45
21/08/2024,QEH,Greenwich,Pathway 2,6,156
21/08/2024,QEH,Greenwich,Pathway 3,2,95
21/08/2024,QEH,Other,Pathway 0,1,1
21/08/2024,QEH,Other,Pathway 1,1,2
21/08/2024,QEH,Other,Pathway 3,1,16
21/08/2024,UHL,Bexley,Pathway 1,3,38
21/08/2024,UHL,Greenwich,Pathway 0,2,49
21/08/2024,UHL,Greenwich,Pathway 1,4,52
21/08/2024,UHL,Greenwich,Pathway 2,1,35
21/08/2024,UHL,Greenwich,Pathway 3,2,13
21/08/2024,UHL,Lewisham,Pathway 0,3,21
21/08/2024,UHL,Lewisham,Pathway 1,13,214
21/08/2024,UHL,Lewisham,Pathway 2,1,3
21/08/2024,UHL,Lewisham,Pathway 3,17,557
21/08/2024,UHL,Other,Pathway 0,4,41
21/08/2024,UHL,Other,Pathway 1,1,15
21/08/2024,UHL,Other,Pathway 3,2,101
22/08/2024,QEH,Bexley,Pathway 0,3,20
22/08/2024,QEH,Bexley,Pathway 1,8,62
22/08/2024,QEH,Bexley,Pathway 2,6,107
22/08/2024,QEH,Bexley,Pathway 3,9,217
22/08/2024,QEH,Greenwich,Pathway 0,7,48
22/08/2024,QEH,Greenwich,Pathway 1,12,23
22/08/2024,QEH,Greenwich,Pathway 2,6,143
22/08/2024,QEH,Greenwich,Pathway 3,3,107
22/08/2024,QEH,Other,Pathway 0,1,1
22/08/2024,QEH,Other,Pathway 1,1,3
22/08/2024,UHL,Bexley,Pathway 1,3,41
22/08/2024,UHL,Greenwich,Pathway 0,1,1
22/08/2024,UHL,Greenwich,Pathway 1,4,101
22/08/2024,UHL,Greenwich,Pathway 2,1,36
22/08/2024,UHL,Greenwich,Pathway 3,2,11
22/08/2024,UHL,Lewisham,Pathway 0,5,24
22/08/2024,UHL,Lewisham,Pathway 1,11,172
22/08/2024,UHL,Lewisham,Pathway 3,17,622
22/08/2024,UHL,Other,Pathway 0,4,42
