date,site,Borough,Pathway,NMCTR external delay,Total external delay days
25/09/2024,QEH,Bexley,Pathway 3,8,122
25/09/2024,QEH,Greenwich,Pathway 0,3,30
25/09/2024,QEH,Greenwich,Pathway 1,6,110
25/09/2024,QEH,Greenwich,Pathway 2,5,130
25/09/2024,QEH,Greenwich,Pathway 3,6,147
25/09/2024,QEH,Lewisham,Pathway 0,1,1
25/09/2024,QEH,Other,Pathway 1,2,8
25/09/2024,UHL,Bexley,Pathway 0,1,1
25/09/2024,UHL,Bexley,Pathway 1,6,86
25/09/2024,UHL,Greenwich,Pathway 0,3,12
25/09/2024,UHL,Greenwich,Pathway 1,2,43
25/09/2024,UHL,Greenwich,Pathway 3,1,82
25/09/2024,UHL,Lewisham,Pathway 0,16,75
25/09/2024,UHL,Lewisham,Pathway 1,13,215
25/09/2024,UHL,Lewisham,Pathway 2,2,16
25/09/2024,UHL,Lewisham,Pathway 3,27,679
25/09/2024,UHL,Other,Pathway 0,3,32
25/09/2024,UHL,Other,Pathway 1,3,11
25/09/2024,UHL,Other,Pathway 2,1,24
25/09/2024,UHL,Other,Pathway 3,4,81
26/09/2024,QEH,Bexley,Pathway 0,2,8
26/09/2024,QEH,Bexley,Pathway 1,3,66
26/09/2024,QEH,Bexley,Pathway 2,5,53
26/09/2024,QEH,Bexley,Pathway 3,7,103
26/09/2024,QEH,Greenwich,Pathway 0,4,32
26/09/2024,QEH,Greenwich,Pathway 1,7,25
26/09/2024,QEH,Greenwich,Pathway 2,5,135
26/09/2024,QEH,Greenwich,Pathway 3,7,177
26/09/2024,UHL,Bexley,Pathway 0,1,2
26/09/2024,UHL,Bexley,Pathway 1,4,18
26/09/2024,UHL,Bexley,Pathway 2,1,71
26/09/2024,UHL,Bexley,Pathway 3,1,3
26/09/2024,UHL,Greenwich,Pathway 0,3,13
26/09/2024,UHL,Greenwich,Pathway 1,3,47
26/09/2024,UHL,Greenwich,Pathway 3,1,83
26/09/2024,UHL,Lewisham,Pathway 0,13,111
26/09/2024,UHL,Lewisham,Pathway 1,17,247
26/09/2024,UHL,Lewisham,Pathway 2,2,18
26/09/2024,UHL,Lewisham,Pathway 3,25,638
26/09/2024,UHL,Other,Pathway 0,3,35
26/09/2024,UHL,Other,Pathway 1,2,11
26/09/2024,UHL,Other,Pathway 2,1,25
26/09/2024,UHL,Other,Pathway 3,4,85
27/09/2024,QEH,Bexley,Pathway 0,2,6
27/09/2024,QEH,Bexley,Pathway 1,4,69
27/09/2024,QEH,Bexley,Pathway 2,7,61
27/09/2024,QEH,Bexley,Pathway 3,6,98
27/09/2024,QEH,Greenwich,Pathway 1,6,23
27/09/2024,QEH,Greenwich,Pathway 2,5,80
27/09/2024,QEH,Greenwich,Pathway 3,7,191
27/09/2024,QEH,Other,Pathway 1,1,2
27/09/2024,UHL,Bexley,Pathway 1,3,19
27/09/2024,UHL,Bexley,Pathway 2,1,72
27/09/2024,UHL,Bexley,Pathway 3,1,4
27/09/2024,UHL,Greenwich,Pathway 0,3,16
27/09/2024,UHL,Greenwich,Pathway 1,2,47
27/09/2024,UHL,Greenwich,Pathway 3,1,84
27/09/2024,UHL,Lewisham,Pathway 0,11,115
27/09/2024,UHL,Lewisham,Pathway 1,14,205
27/09/2024,UHL,Lewisham,Pathway 2,2,20
27/09/2024,UHL,Lewisham,Pathway 3,23,569
27/09/2024,UHL,Other,Pathway 0,3,38
27/09/2024,UHL,Other,Pathway 1,2,13
27/09/2024,UHL,Other,Pathway 2,1,26
27/09/2024,UHL,Other,Pathway 3,4,89
28/09/2024,QEH,Bexley,Pathway 0,2,8
28/09/2024,QEH,Bexley,Pathway 1,3,70
28/09/2024,QEH,Bexley,Pathway 2,7,68
28/09/2024,QEH,Bexley,Pathway 3,6,104
28/09/2024,QEH,Greenwich,Pathway 0,1,3
28/09/2024,QEH,Greenwich,Pathway 1,4,25
28/09/2024,QEH,Greenwich,Pathway 2,5,85
28/09/2024,QEH,Greenwich,Pathway 3,7,198
28/09/2024,QEH,Other,Pathway 1,1,3
28/09/2024,UHL,Bexley,Pathway 1,3,22
28/09/2024,UHL,Bexley,Pathway 2,1,73
28/09/2024,UHL,Bexley,Pathway 3,1,5
28/09/2024,UHL,Greenwich,Pathway 0,3,19
28/09/2024,UHL,Greenwich,Pathway 1,2,49
28/09/2024,UHL,Lewisham,Pathway 0,11,126
28/09/2024,UHL,Lewisham,Pathway 1,15,221
28/09/2024,UHL,Lewisham,Pathway 2,2,22
28/09/2024,UHL,Lewisham,Pathway 3,23,592
28/09/2024,UHL,Other,Pathway 0,3,41
28/09/2024,UHL,Other,Pathway 1,2,15
28/09/2024,UHL,Other,Pathway 2,1,27
28/09/2024,UHL,Other,Pathway 3,4,93
29/09/2024,QEH,Bexley,Pathway 0,2,10
29/09/2024,QEH,Bexley,Pathway 1,3,73
29/09/2024,QEH,Bexley,Pathway 2,7,75
29/09/2024,QEH,Bexley,Pathway 3,6,110
29/09/2024,QEH,Greenwich,Pathway 1,4,29
29/09/2024,QEH,Greenwich,Pathway 2,5,90
29/09/2024,QEH,Greenwich,Pathway 3,7,205
29/09/2024,QEH,Other,Pathway 1,1,4
29/09/2024,UHL,Bexley,Pathway 1,3,25
29/09/2024,UHL,Bexley,Pathway 2,1,74
29/09/2024,UHL,Bexley,Pathway 3,1,6
29/09/2024,UHL,Greenwich,Pathway 0,3,22
29/09/2024,UHL,Greenwich,Pathway 1,2,51
29/09/2024,UHL,Lewisham,Pathway 0,11,137
29/09/2024,UHL,Lewisham,Pathway 1,14,233
29/09/2024,UHL,Lewisham,Pathway 2,2,24
29/09/2024,UHL,Lewisham,Pathway 3,23,615
29/09/2024,UHL,Other,Pathway 0,3,44
29/09/2024,UHL,Other,Pathway 1,2,17
29/09/2024,UHL,Other,Pathway 2,1,28
29/09/2024,UHL,Other,Pathway 3,4,97
30/09/2024,QEH,Bexley,Pathway 0,2,12
30/09/2024,QEH,Bexley,Pathway 1,2,49
30/09/2024,QEH,Bexley,Pathway 2,10,121
30/09/2024,QEH,Bexley,Pathway 3,7,128
30/09/2024,QEH,Greenwich,Pathway 0,3,10
30/09/2024,QEH,Greenwich,Pathway 1,4,43
30/09/2024,QEH,Greenwich,Pathway 2,6,70
30/09/2024,QEH,Greenwich,Pathway 3,6,172
30/09/2024,UHL,Bexley,Pathway 1,2,22
30/09/2024,UHL,Bexley,Pathway 2,1,75
30/09/2024,UHL,Bexley,Pathway 3,1,7
30/09/2024,UHL,Greenwich,Pathway 0,3,25
30/09/2024,UHL,Greenwich,Pathway 1,2,53
30/09/2024,UHL,Greenwich,Pathway 3,1,55
30/09/2024,UHL,Lewisham,Pathway 0,9,143
30/09/2024,UHL,Lewisham,Pathway 1,14,294
30/09/2024,UHL,Lewisham,Pathway 2,2,26
30/09/2024,UHL,Lewisham,Pathway 3,19,445
30/09/2024,UHL,Other,Pathway 0,2,18
30/09/2024,UHL,Other,Pathway 1,2,19
30/09/2024,UHL,Other,Pathway 2,1,29
30/09/2024,UHL,Other,Pathway 3,4,101
01/10/2024,QEH,Bexley,Pathway 0,2,6
01/10/2024,QEH,Bexley,Pathway 1,5,61
01/10/2024,QEH,Bexley,Pathway 2,7,60
01/10/2024,QEH,Bexley,Pathway 3,6,112
01/10/2024,QEH,Greenwich,Pathway 0,3,38
01/10/2024,QEH,Greenwich,Pathway 1,3,32
01/10/2024,QEH,Greenwich,Pathway 2,5,73
01/10/2024,QEH,Greenwich,Pathway 3,6,178
01/10/2024,UHL,Bexley,Pathway 0,1,8
01/10/2024,UHL,Bexley,Pathway 1,1,16
01/10/2024,UHL,Bexley,Pathway 2,1,76
01/10/2024,UHL,Bexley,Pathway 3,1,8
01/10/2024,UHL,Greenwich,Pathway 0,4,24
01/10/2024,UHL,Greenwich,Pathway 1,1,48
01/10/2024,UHL,Greenwich,Pathway 3,1,56
01/10/2024,UHL,Lewisham,Pathway 0,14,108
01/10/2024,UHL,Lewisham,Pathway 1,13,295
01/10/2024,UHL,Lewisham,Pathway 2,2,28
01/10/2024,UHL,Lewisham,Pathway 3,20,514
01/10/2024,UHL,Other,Pathway 0,2,20
01/10/2024,UHL,Other,Pathway 1,2,9
01/10/2024,UHL,Other,Pathway 2,1,30
01/10/2024,UHL,Other,Pathway 3,4,105
02/10/2024,QEH,Bexley,Pathway 1,5,65
02/10/2024,QEH,Bexley,Pathway 2,10,70
02/10/2024,QEH,Bexley,Pathway 3,6,127
02/10/2024,QEH,Greenwich,Pathway 0,1,29
02/10/2024,QEH,Greenwich,Pathway 1,6,39
02/10/2024,QEH,Greenwich,Pathway 2,5,78
02/10/2024,QEH,Greenwich,Pathway 3,6,148
02/10/2024,UHL,Bexley,Pathway 0,1,9
02/10/2024,UHL,Bexley,Pathway 1,1,17
02/10/2024,UHL,Bexley,Pathway 2,1,77
02/10/2024,UHL,Bexley,Pathway 3,1,9
02/10/2024,UHL,Greenwich,Pathway 0,5,29
02/10/2024,UHL,Greenwich,Pathway 1,1,49
02/10/2024,UHL,Greenwich,Pathway 2,1,1
02/10/2024,UHL,Greenwich,Pathway 3,1,57
02/10/2024,UHL,Lewisham,Pathway 0,13,112
02/10/2024,UHL,Lewisham,Pathway 1,15,303
02/10/2024,UHL,Lewisham,Pathway 2,1,22
02/10/2024,UHL,Lewisham,Pathway 3,21,569
02/10/2024,UHL,Other,Pathway 0,1,14
02/10/2024,UHL,Other,Pathway 1,2,11
02/10/2024,UHL,Other,Pathway 2,1,31
02/10/2024,UHL,Other,Pathway 3,5,117
03/10/2024,QEH,Bexley,Pathway 0,2,2
03/10/2024,QEH,Bexley,Pathway 1,1,11
03/10/2024,QEH,Bexley,Pathway 2,7,74
03/10/2024,QEH,Bexley,Pathway 3,5,118
03/10/2024,QEH,Greenwich,Pathway 0,3,34
03/10/2024,QEH,Greenwich,Pathway 1,7,90
03/10/2024,QEH,Greenwich,Pathway 2,4,35
03/10/2024,QEH,Greenwich,Pathway 3,3,59
03/10/2024,UHL,Bexley,Pathway 1,1,18
03/10/2024,UHL,Bexley,Pathway 2,1,78
03/10/2024,UHL,Bexley,Pathway 3,2,20
03/10/2024,UHL,Greenwich,Pathway 0,4,34
03/10/2024,UHL,Greenwich,Pathway 1,2,53
03/10/2024,UHL,Greenwich,Pathway 2,1,2
03/10/2024,UHL,Greenwich,Pathway 3,2,61
03/10/2024,UHL,Lewisham,Pathway 0,13,119
03/10/2024,UHL,Lewisham,Pathway 1,13,306
03/10/2024,UHL,Lewisham,Pathway 2,2,24
03/10/2024,UHL,Lewisham,Pathway 3,23,601
03/10/2024,UHL,Other,Pathway 0,1,15
03/10/2024,UHL,Other,Pathway 1,2,13
03/10/2024,UHL,Other,Pathway 2,1,32
03/10/2024,UHL,Other,Pathway 3,4,58
04/10/2024,QEH,Bexley,Pathway 1,5,16
04/10/2024,QEH,Bexley,Pathway 2,7,91
04/10/2024,QEH,Bexley,Pathway 3,5,106
04/10/2024,QEH,Greenwich,Pathway 0,2,4
04/10/2024,QEH,Greenwich,Pathway 1,4,27
04/10/2024,QEH,Greenwich,Pathway 2,6,74
04/10/2024,QEH,Greenwich,Pathway 3,4,98
04/10/2024,UHL,Bexley,Pathway 1,1,19
04/10/2024,UHL,Bexley,Pathway 2,1,79
04/10/2024,UHL,Bexley,Pathway 3,2,22
04/10/2024,UHL,Greenwich,Pathway 0,4,38
04/10/2024,UHL,Greenwich,Pathway 1,2,55
04/10/2024,UHL,Greenwich,Pathway 2,1,3
04/10/2024,UHL,Greenwich,Pathway 3,2,63
04/10/2024,UHL,Lewisham,Pathway 0,12,128
04/10/2024,UHL,Lewisham,Pathway 1,12,312
04/10/2024,UHL,Lewisham,Pathway 2,2,26
04/10/2024,UHL,Lewisham,Pathway 3,22,571
04/10/2024,UHL,Other,Pathway 0,1,16
04/10/2024,UHL,Other,Pathway 1,2,5
04/10/2024,UHL,Other,Pathway 2,1,33
04/10/2024,UHL,Other,Pathway 3,4,62
05/10/2024,QEH,Bexley,Pathway 1,4,18
05/10/2024,QEH,Bexley,Pathway 2,7,98
05/10/2024,QEH,Bexley,Pathway 3,5,111
05/10/2024,QEH,Greenwich,Pathway 0,1,3
05/10/2024,QEH,Greenwich,Pathway 1,3,27
05/10/2024,QEH,Greenwich,Pathway 2,7,81
05/10/2024,QEH,Greenwich,Pathway 3,4,102
05/10/2024,UHL,Bexley,Pathway 1,1,20
05/10/2024,UHL,Bexley,Pathway 2,1,80
05/10/2024,UHL,Bexley,Pathway 3,2,24
05/10/2024,UHL,Greenwich,Pathway 0,4,42
05/10/2024,UHL,Greenwich,Pathway 1,1,52
05/10/2024,UHL,Greenwich,Pathway 2,1,4
05/10/2024,UHL,Greenwich,Pathway 3,2,65
05/10/2024,UHL,Lewisham,Pathway 0,12,140
05/10/2024,UHL,Lewisham,Pathway 1,11,312
05/10/2024,UHL,Lewisham,Pathway 2,1,25
05/10/2024,UHL,Lewisham,Pathway 3,22,593
05/10/2024,UHL,Other,Pathway 0,1,17
05/10/2024,UHL,Other,Pathway 1,2,7
05/10/2024,UHL,Other,Pathway 2,1,34
05/10/2024,UHL,Other,Pathway 3,4,66
06/10/2024,QEH,Bexley,Pathway 1,2,6
06/10/2024,QEH,Bexley,Pathway 2,7,105
06/10/2024,QEH,Bexley,Pathway 3,5,116
06/10/2024,QEH,Greenwich,Pathway 0,1,4
06/10/2024,QEH,Greenwich,Pathway 1,3,30
06/10/2024,QEH,Greenwich,Pathway 2,7,88
06/10/2024,QEH,Greenwich,Pathway 3,4,106
06/10/2024,UHL,Bexley,Pathway 1,1,21
06/10/2024,UHL,Bexley,Pathway 2,1,81
06/10/2024,UHL,Bexley,Pathway 3,2,26
06/10/2024,UHL,Greenwich,Pathway 0,4,46
06/10/2024,UHL,Greenwich,Pathway 1,1,53
06/10/2024,UHL,Greenwich,Pathway 2,1,5
06/10/2024,UHL,Greenwich,Pathway 3,2,67
06/10/2024,UHL,Lewisham,Pathway 0,12,152
06/10/2024,UHL,Lewisham,Pathway 1,10,310
06/10/2024,UHL,Lewisham,Pathway 2,1,26
06/10/2024,UHL,Lewisham,Pathway 3,21,561
06/10/2024,UHL,Other,Pathway 0,1,18
06/10/2024,UHL,Other,Pathway 1,2,9
06/10/2024,UHL,Other,Pathway 2,1,35
06/10/2024,UHL,Other,Pathway 3,4,70
07/10/2024,QEH,Bexley,Pathway 1,6,9
07/10/2024,QEH,Bexley,Pathway 2,6,95
07/10/2024,QEH,Bexley,Pathway 3,3,90
07/10/2024,QEH,Greenwich,Pathway 0,1,5
07/10/2024,QEH,Greenwich,Pathway 1,3,33
07/10/2024,QEH,Greenwich,Pathway 2,6,90
07/10/2024,QEH,Greenwich,Pathway 3,5,164
07/10/2024,UHL,Bexley,Pathway 2,1,82
07/10/2024,UHL,Bexley,Pathway 3,2,28
07/10/2024,UHL,Greenwich,Pathway 0,4,39
07/10/2024,UHL,Greenwich,Pathway 1,1,54
07/10/2024,UHL,Greenwich,Pathway 2,1,6
07/10/2024,UHL,Greenwich,Pathway 3,2,69
07/10/2024,UHL,Lewisham,Pathway 0,10,140
07/10/2024,UHL,Lewisham,Pathway 1,12,271
07/10/2024,UHL,Lewisham,Pathway 2,5,41
07/10/2024,UHL,Lewisham,Pathway 3,22,593
07/10/2024,UHL,Other,Pathway 0,1,19
07/10/2024,UHL,Other,Pathway 1,3,37
07/10/2024,UHL,Other,Pathway 3,2,35
08/10/2024,QEH,Bexley,Pathway 1,3,5
08/10/2024,QEH,Bexley,Pathway 2,7,95
08/10/2024,QEH,Bexley,Pathway 3,4,97
08/10/2024,QEH,Greenwich,Pathway 0,1,6
08/10/2024,QEH,Greenwich,Pathway 1,2,27
08/10/2024,QEH,Greenwich,Pathway 2,8,102
08/10/2024,QEH,Greenwich,Pathway 3,5,169
08/10/2024,QEH,Lewisham,Pathway 0,1,1
08/10/2024,UHL,Bexley,Pathway 0,1,1
08/10/2024,UHL,Bexley,Pathway 2,1,83
08/10/2024,UHL,Bexley,Pathway 3,2,30
08/10/2024,UHL,Greenwich,Pathway 0,3,41
08/10/2024,UHL,Greenwich,Pathway 1,1,7
08/10/2024,UHL,Greenwich,Pathway 2,1,7
08/10/2024,UHL,Greenwich,Pathway 3,3,126
08/10/2024,UHL,Lewisham,Pathway 0,9,141
08/10/2024,UHL,Lewisham,Pathway 1,14,255
08/10/2024,UHL,Lewisham,Pathway 2,6,46
08/10/2024,UHL,Lewisham,Pathway 3,23,610
08/10/2024,UHL,Other,Pathway 0,3,29
08/10/2024,UHL,Other,Pathway 1,2,32
08/10/2024,UHL,Other,Pathway 3,3,38
09/10/2024,QEH,Bexley,Pathway 1,3,13
09/10/2024,QEH,Bexley,Pathway 2,11,67
09/10/2024,QEH,Bexley,Pathway 3,4,101
09/10/2024,QEH,Greenwich,Pathway 0,1,7
09/10/2024,QEH,Greenwich,Pathway 1,2,28
09/10/2024,QEH,Greenwich,Pathway 2,5,77
09/10/2024,QEH,Greenwich,Pathway 3,4,167
09/10/2024,QEH,Lewisham,Pathway 0,1,2
09/10/2024,QEH,Other,Pathway 3,1,4
09/10/2024,UHL,Bexley,Pathway 0,1,2
09/10/2024,UHL,Bexley,Pathway 1,1,22
09/10/2024,UHL,Bexley,Pathway 2,1,84
09/10/2024,UHL,Bexley,Pathway 3,2,32
09/10/2024,UHL,Greenwich,Pathway 0,2,13
09/10/2024,UHL,Greenwich,Pathway 1,3,40
09/10/2024,UHL,Greenwich,Pathway 2,1,8
09/10/2024,UHL,Greenwich,Pathway 3,3,129
09/10/2024,UHL,Lewisham,Pathway 0,9,113
09/10/2024,UHL,Lewisham,Pathway 1,12,287
09/10/2024,UHL,Lewisham,Pathway 2,5,16
09/10/2024,UHL,Lewisham,Pathway 3,24,619
09/10/2024,UHL,Other,Pathway 0,3,32
09/10/2024,UHL,Other,Pathway 1,1,28
09/10/2024,UHL,Other,Pathway 3,2,19
10/10/2024,QEH,Bexley,Pathway 1,3,11
10/10/2024,QEH,Bexley,Pathway 2,10,110
10/10/2024,QEH,Bexley,Pathway 3,5,127
10/10/2024,QEH,Greenwich,Pathway 0,2,9
10/10/2024,QEH,Greenwich,Pathway 1,6,48
10/10/2024,QEH,Greenwich,Pathway 2,8,87
10/10/2024,QEH,Greenwich,Pathway 3,2,72
10/10/2024,QEH,Lewisham,Pathway 0,1,3
10/10/2024,QEH,Other,Pathway 3,1,5
10/10/2024,UHL,Bexley,Pathway 1,1,23
10/10/2024,UHL,Bexley,Pathway 2,1,85
10/10/2024,UHL,Bexley,Pathway 3,2,34
10/10/2024,UHL,Greenwich,Pathway 0,3,12
10/10/2024,UHL,Greenwich,Pathway 1,3,47
10/10/2024,UHL,Greenwich,Pathway 2,2,10
10/10/2024,UHL,Greenwich,Pathway 3,3,132
10/10/2024,UHL,Lewisham,Pathway 0,5,88
10/10/2024,UHL,Lewisham,Pathway 1,15,304
10/10/2024,UHL,Lewisham,Pathway 2,7,30
10/10/2024,UHL,Lewisham,Pathway 3,22,459
10/10/2024,UHL,Other,Pathway 0,1,22
10/10/2024,UHL,Other,Pathway 1,1,29
10/10/2024,UHL,Other,Pathway 3,2,21
11/10/2024,QEH,Bexley,Pathway 1,2,4
11/10/2024,QEH,Bexley,Pathway 2,10,120
11/10/2024,QEH,Bexley,Pathway 3,4,125
11/10/2024,QEH,Greenwich,Pathway 0,2,11
11/10/2024,QEH,Greenwich,Pathway 1,7,53
11/10/2024,QEH,Greenwich,Pathway 2,7,73
11/10/2024,QEH,Greenwich,Pathway 3,1,52
11/10/2024,QEH,Lewisham,Pathway 0,1,4
11/10/2024,QEH,Lewisham,Pathway 1,1,1
11/10/2024,QEH,Other,Pathway 3,1,6
11/10/2024,UHL,Bexley,Pathway 1,1,24
11/10/2024,UHL,Bexley,Pathway 2,1,86
11/10/2024,UHL,Bexley,Pathway 3,2,36
11/10/2024,UHL,Greenwich,Pathway 0,2,12
11/10/2024,UHL,Greenwich,Pathway 1,3,50
11/10/2024,UHL,Greenwich,Pathway 2,2,12
11/10/2024,UHL,Greenwich,Pathway 3,3,135
11/10/2024,UHL,Lewisham,Pathway 0,6,94
11/10/2024,UHL,Lewisham,Pathway 1,14,302
11/10/2024,UHL,Lewisham,Pathway 2,4,27
11/10/2024,UHL,Lewisham,Pathway 3,20,429
11/10/2024,UHL,Other,Pathway 0,2,24
11/10/2024,UHL,Other,Pathway 1,1,30
11/10/2024,UHL,Other,Pathway 3,2,23
12/10/2024,QEH,Bexley,Pathway 1,2,6
12/10/2024,QEH,Bexley,Pathway 2,9,126
12/10/2024,QEH,Bexley,Pathway 3,4,129
12/10/2024,QEH,Greenwich,Pathway 0,2,13
12/10/2024,QEH,Greenwich,Pathway 1,4,24
12/10/2024,QEH,Greenwich,Pathway 2,7,80
12/10/2024,QEH,Greenwich,Pathway 3,1,53
12/10/2024,QEH,Lewisham,Pathway 0,1,5
12/10/2024,QEH,Lewisham,Pathway 1,1,2
12/10/2024,QEH,Other,Pathway 3,1,7
12/10/2024,UHL,Bexley,Pathway 1,1,25
12/10/2024,UHL,Bexley,Pathway 2,1,87
12/10/2024,UHL,Bexley,Pathway 3,2,38
12/10/2024,UHL,Greenwich,Pathway 0,2,14
12/10/2024,UHL,Greenwich,Pathway 1,3,53
12/10/2024,UHL,Greenwich,Pathway 2,2,14
12/10/2024,UHL,Greenwich,Pathway 3,3,138
12/10/2024,UHL,Lewisham,Pathway 0,6,100
12/10/2024,UHL,Lewisham,Pathway 1,14,316
12/10/2024,UHL,Lewisham,Pathway 2,3,26
12/10/2024,UHL,Lewisham,Pathway 3,20,449
12/10/2024,UHL,Other,Pathway 0,2,26
12/10/2024,UHL,Other,Pathway 1,1,31
12/10/2024,UHL,Other,Pathway 3,2,25
13/10/2024,QEH,Bexley,Pathway 1,2,8
13/10/2024,QEH,Bexley,Pathway 2,9,135
13/10/2024,QEH,Bexley,Pathway 3,4,133
13/10/2024,QEH,Greenwich,Pathway 0,2,15
13/10/2024,QEH,Greenwich,Pathway 1,4,28
13/10/2024,QEH,Greenwich,Pathway 2,7,87
13/10/2024,QEH,Greenwich,Pathway 3,1,54
13/10/2024,QEH,Lewisham,Pathway 0,1,6
13/10/2024,QEH,Lewisham,Pathway 1,1,3
13/10/2024,QEH,Other,Pathway 3,1,8
13/10/2024,UHL,Bexley,Pathway 1,1,26
13/10/2024,UHL,Bexley,Pathway 2,1,88
13/10/2024,UHL,Bexley,Pathway 3,2,40
13/10/2024,UHL,Greenwich,Pathway 0,2,16
13/10/2024,UHL,Greenwich,Pathway 1,3,56
13/10/2024,UHL,Greenwich,Pathway 2,2,16
13/10/2024,UHL,Greenwich,Pathway 3,3,141
13/10/2024,UHL,Lewisham,Pathway 0,6,106
13/10/2024,UHL,Lewisham,Pathway 1,14,330
13/10/2024,UHL,Lewisham,Pathway 2,3,29
13/10/2024,UHL,Lewisham,Pathway 3,20,469
13/10/2024,UHL,Other,Pathway 0,2,28
13/10/2024,UHL,Other,Pathway 1,1,32
13/10/2024,UHL,Other,Pathway 3,2,27
14/10/2024,QEH,Bexley,Pathway 0,3,3
14/10/2024,QEH,Bexley,Pathway 1,7,16
14/10/2024,QEH,Bexley,Pathway 2,11,144
14/10/2024,QEH,Bexley,Pathway 3,3,102
14/10/2024,QEH,Greenwich,Pathway 0,3,14
14/10/2024,QEH,Greenwich,Pathway 1,3,7
14/10/2024,QEH,Greenwich,Pathway 2,6,89
14/10/2024,QEH,Greenwich,Pathway 3,2,112
14/10/2024,QEH,Lewisham,Pathway 0,1,7
14/10/2024,QEH,Lewisham,Pathway 1,1,4
14/10/2024,QEH,Other,Pathway 1,1,1
14/10/2024,QEH,Other,Pathway 3,1,9
14/10/2024,UHL,Bexley,Pathway 1,1,27
14/10/2024,UHL,Bexley,Pathway 2,1,89
14/10/2024,UHL,Bexley,Pathway 3,2,42
14/10/2024,UHL,Greenwich,Pathway 0,2,18
14/10/2024,UHL,Greenwich,Pathway 1,2,30
14/10/2024,UHL,Greenwich,Pathway 2,2,18
14/10/2024,UHL,Greenwich,Pathway 3,3,144
14/10/2024,UHL,Lewisham,Pathway 0,4,60
14/10/2024,UHL,Lewisham,Pathway 1,18,349
14/10/2024,UHL,Lewisham,Pathway 2,4,33
14/10/2024,UHL,Lewisham,Pathway 3,23,514
14/10/2024,UHL,Other,Pathway 0,2,30
14/10/2024,UHL,Other,Pathway 3,4,36
15/10/2024,QEH,Bexley,Pathway 1,6,18
15/10/2024,QEH,Bexley,Pathway 2,13,162
15/10/2024,QEH,Bexley,Pathway 3,5,107
15/10/2024,QEH,Greenwich,Pathway 0,4,10
15/10/2024,QEH,Greenwich,Pathway 1,2,4
15/10/2024,QEH,Greenwich,Pathway 2,6,75
15/10/2024,QEH,Greenwich,Pathway 3,3,122
15/10/2024,QEH,Lewisham,Pathway 0,1,8
15/10/2024,QEH,Other,Pathway 3,1,10
15/10/2024,UHL,Bexley,Pathway 1,1,28
15/10/2024,UHL,Bexley,Pathway 2,1,90
15/10/2024,UHL,Bexley,Pathway 3,2,44
15/10/2024,UHL,Greenwich,Pathway 0,1,14
15/10/2024,UHL,Greenwich,Pathway 1,1,14
15/10/2024,UHL,Greenwich,Pathway 2,1,6
15/10/2024,UHL,Greenwich,Pathway 3,2,85
15/10/2024,UHL,Lewisham,Pathway 0,6,66
15/10/2024,UHL,Lewisham,Pathway 1,15,345
15/10/2024,UHL,Lewisham,Pathway 2,6,39
15/10/2024,UHL,Lewisham,Pathway 3,22,521
15/10/2024,UHL,Other,Pathway 0,1,5
15/10/2024,UHL,Other,Pathway 3,4,40
16/10/2024,QEH,Bexley,Pathway 0,1,1
16/10/2024,QEH,Bexley,Pathway 1,5,22
16/10/2024,QEH,Bexley,Pathway 2,9,137
16/10/2024,QEH,Bexley,Pathway 3,4,44
16/10/2024,QEH,Greenwich,Pathway 0,3,12
16/10/2024,QEH,Greenwich,Pathway 1,3,9
16/10/2024,QEH,Greenwich,Pathway 2,3,64
16/10/2024,QEH,Greenwich,Pathway 3,3,125
16/10/2024,QEH,Lewisham,Pathway 0,1,9
16/10/2024,UHL,Bexley,Pathway 1,1,29
16/10/2024,UHL,Bexley,Pathway 2,1,91
16/10/2024,UHL,Bexley,Pathway 3,2,46
16/10/2024,UHL,Greenwich,Pathway 0,1,15
16/10/2024,UHL,Greenwich,Pathway 2,1,7
16/10/2024,UHL,Greenwich,Pathway 3,2,87
16/10/2024,UHL,Lewisham,Pathway 0,6,72
16/10/2024,UHL,Lewisham,Pathway 1,13,367
16/10/2024,UHL,Lewisham,Pathway 2,6,45
16/10/2024,UHL,Lewisham,Pathway 3,21,504
16/10/2024,UHL,Other,Pathway 0,1,6
16/10/2024,UHL,Other,Pathway 3,4,44
17/10/2024,QEH,Bexley,Pathway 0,4,5
17/10/2024,QEH,Bexley,Pathway 1,5,27
17/10/2024,QEH,Bexley,Pathway 2,9,125
17/10/2024,QEH,Bexley,Pathway 3,4,48
17/10/2024,QEH,Greenwich,Pathway 0,3,6
17/10/2024,QEH,Greenwich,Pathway 1,9,14
17/10/2024,QEH,Greenwich,Pathway 2,5,70
17/10/2024,QEH,Greenwich,Pathway 3,3,128
17/10/2024,QEH,Lewisham,Pathway 0,1,10
17/10/2024,QEH,Lewisham,Pathway 1,1,1
17/10/2024,UHL,Bexley,Pathway 1,3,123
17/10/2024,UHL,Bexley,Pathway 3,2,48
17/10/2024,UHL,Greenwich,Pathway 1,2,63
17/10/2024,UHL,Greenwich,Pathway 2,2,9
17/10/2024,UHL,Lewisham,Pathway 0,8,104
17/10/2024,UHL,Lewisham,Pathway 1,11,331
17/10/2024,UHL,Lewisham,Pathway 2,3,16
17/10/2024,UHL,Lewisham,Pathway 3,20,440
17/10/2024,UHL,Other,Pathway 0,1,7
